DeviceTag: 5(right),FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-07-23 20:35:06.006,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
360508,0.9999,-0.0084,0.0072,0.0001,0.0060,0.0083,0.0212,0
360674,0.9999,-0.0084,0.0072,0.0001,0.0099,-0.0021,0.0316,0
360841,0.9999,-0.0084,0.0073,0.0001,-0.0057,0.0008,0.0002,0
361008,0.9999,-0.0084,0.0073,0.0001,0.0026,0.0072,0.0337,0
361174,0.9999,-0.0084,0.0073,0.0001,-0.0105,0.0008,0.0125,0
361341,0.9999,-0.0084,0.0073,0.0001,-0.0020,-0.0124,0.0097,0
361508,0.9999,-0.0084,0.0073,0.0001,-0.0058,-0.0004,0.0150,0
361674,0.0990,-0.0081,-0.0077,0.9950,-0.0064,0.0111,0.0159,0
361841,0.0990,-0.0081,-0.0077,0.9950,-0.0126,0.0071,0.0091,0
362008,0.0990,-0.0081,-0.0077,0.9950,-0.0020,0.0047,0.0208,0
362174,0.0990,-0.0081,-0.0077,0.9950,-0.0104,-0.0006,0.0273,0
362341,0.0990,-0.0081,-0.0077,0.9950,0.0057,-0.0019,0.0171,0
362508,0.0990,-0.0081,-0.0077,0.9950,-0.0048,0.0098,0.0275,0
362674,0.0990,-0.0081,-0.0077,0.9950,-0.0006,0.0043,0.0100,0
362841,0.0990,-0.0081,-0.0077,0.9950,0.0051,-0.0030,0.0195,0
363008,0.0990,-0.0081,-0.0077,0.9950,-0.0078,-0.0092,0.0329,0
363174,0.0990,-0.0081,-0.0077,0.9950,0.0005,-0.0078,0.0298,0
363341,0.0990,-0.0081,-0.0077,0.9950,-0.0151,-0.0166,0.0212,0
363508,0.0990,-0.0081,-0.0077,0.9950,-0.0110,0.0086,0.0187,0
363674,0.0990,-0.0081,-0.0077,0.9950,0.0004,0.0197,0.0193,0
363841,0.0990,-0.0081,-0.0077,0.9950,0.0001,0.0104,-0.0006,0
364008,0.0990,-0.0080,-0.0077,0.9950,0.0009,-0.0102,0.0178,0
364174,0.0990,-0.0081,-0.0077,0.9950,0.0006,0.0001,0.0313,0
364341,0.0990,-0.0081,-0.0077,0.9950,-0.0108,-0.0180,0.0015,0
364508,0.0990,-0.0081,-0.0077,0.9950,-0.0145,-0.0007,0.0113,0
364674,0.0990,-0.0081,-0.0077,0.9950,-0.0072,-0.0022,0.0189,0
364841,0.0990,-0.0081,-0.0077,0.9950,-0.0022,0.0100,0.0024,0
365008,0.0990,-0.0081,-0.0077,0.9950,0.0030,0.0148,0.0255,0
365174,0.0990,-0.0081,-0.0077,0.9950,-0.0080,0.0021,0.0082,0
365341,0.0990,-0.0081,-0.0077,0.9950,-0.0069,0.0072,0.0015,0
365508,0.0990,-0.0081,-0.0077,0.9950,-0.0099,-0.0225,-0.0059,0
365674,0.0990,-0.0081,-0.0077,0.9950,-0.0063,-0.0268,0.0350,0
365841,0.0990,-0.0081,-0.0077,0.9950,-0.0150,-0.0380,0.0161,0
366008,0.0990,-0.0081,-0.0077,0.9950,-0.0075,-0.0099,0.0112,0
366174,0.0990,-0.0081,-0.0077,0.9950,-0.0062,0.0140,0.0134,0
366341,0.0990,-0.0081,-0.0077,0.9950,0.0100,0.0363,0.0051,0
366508,0.0990,-0.0081,-0.0077,0.9950,0.0136,0.0468,0.0190,0
366674,0.0990,-0.0081,-0.0077,0.9950,0.0050,0.0263,0.0285,0
366841,0.0990,-0.0081,-0.0077,0.9950,-0.0020,-0.0003,-0.0009,0
367008,0.0990,-0.0081,-0.0077,0.9950,-0.0235,-0.0329,0.0068,0
367174,0.0990,-0.0081,-0.0077,0.9950,-0.0035,-0.0145,0.0071,0
367341,0.0990,-0.0081,-0.0077,0.9950,-0.0051,0.0057,-0.0035,0
367508,0.0990,-0.0081,-0.0077,0.9950,-0.0079,0.0184,0.0069,0
367674,0.0990,-0.0081,-0.0077,0.9950,0.0026,-0.0023,0.0181,0
367841,0.0990,-0.0081,-0.0077,0.9950,0.0114,0.0035,0.0171,0
368008
368174
368341
368508
